TransactionNo,Items,DateTime,Daypart,DayType,User,Rating,Description,Category
1696,Bread,2016-11-19 13:18:16,Afternoon,Weekend,Marshall,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
1696,Coffee,2016-11-19 13:18:16,Afternoon,Weekend,Crystal,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1697,Medialuna,2016-11-19 13:26:38,Afternoon,Weekend,Robin,2,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed.",Pure Veg
1697,Coffee,2016-11-19 13:26:38,Afternoon,Weekend,Karla,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1697,Bread,2016-11-19 13:26:38,Afternoon,Weekend,Evan,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
1698,Bread,2016-11-19 13:28:09,Afternoon,Weekend,Lester,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
1698,Medialuna,2016-11-19 13:28:09,Afternoon,Weekend,Neal,3,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed.",Pure Veg
1699,Focaccia,2016-11-19 13:34:07,Afternoon,Weekend,Fannie,4,"Italian flatbread flavored with herbs and olive oil, often served as an appetizer or accompaniment to meals.",Rolls
1700,Scandinavian,2016-11-19 13:36:30,Afternoon,Weekend,Clarence,5,"Reflecting the flavors of Northern Europe, Scandinavian cakes often feature berries, nuts, and wholesome grains.",Pure Veg
1701,Hearty & Seasonal,2016-11-19 13:45:24,Afternoon,Weekend,James,4,"Cakes made with seasonal ingredients and hearty flavors, perfect for cooler weather or holiday celebrations.",Pure Veg
1701,Sandwich,2016-11-19 13:45:24,Afternoon,Weekend,Justin,5,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
1701,Coffee,2016-11-19 13:45:24,Afternoon,Weekend,Yvonne,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1701,Mineral water,2016-11-19 13:45:24,Afternoon,Weekend,Stacy,0,A refreshing beverage often served alongside cakes to cleanse the palate and provide hydration.,Beverages
1702,Coffee,2016-11-19 13:46:29,Afternoon,Weekend,Darlene,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1702,Sandwich,2016-11-19 13:46:29,Afternoon,Weekend,Angelina,0,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
1702,Sandwich,2016-11-19 13:46:29,Afternoon,Weekend,Edith,5,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
1703,Tea,2016-11-19 14:09:37,Afternoon,Weekend,Gabriel,3,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
1703,Scandinavian,2016-11-19 14:09:37,Afternoon,Weekend,Timothy,2,"Reflecting the flavors of Northern Europe, Scandinavian cakes often feature berries, nuts, and wholesome grains.",Pure Veg
1704,Coffee,2016-11-19 14:11:45,Afternoon,Weekend,Nina,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1705,Coffee,2016-11-19 14:20:31,Afternoon,Weekend,Christian,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1705,Coffee,2016-11-19 14:20:31,Afternoon,Weekend,Annie,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1706,Soup,2016-11-19 14:26:23,Afternoon,Weekend,Becky,5,"Warm, comforting soups served alongside cakes for a satisfying meal.",Pure Veg
1706,Ginger bread cookie,2016-11-19 14:26:23,Afternoon,Weekend,Lucy,3,"Miniature biscuits designed with fun shapes and flavors to appeal to children, perfect for lunchboxes or snacks.",Pure Veg
1707,Coffee,2016-11-19 14:27:52,Afternoon,Weekend,Rosemary,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1708,Bread,2016-11-19 14:29:02,Afternoon,Weekend,Gary,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
1709,Coffee,2016-11-19 14:30:16,Afternoon,Weekend,Mabel,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1710,Coffee,2016-11-19 14:36:13,Afternoon,Weekend,Frances,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1711,Coffee,2016-11-19 14:40:46,Afternoon,Weekend,Carl,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1711,Bread,2016-11-19 14:40:46,Afternoon,Weekend,Dylan,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
1712,Cake,2016-11-19 14:55:11,Afternoon,Weekend,Willie,3,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
1712,Tea,2016-11-19 14:55:11,Afternoon,Weekend,Leah,2,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
1712,Muffin,2016-11-19 14:55:11,Afternoon,Weekend,Alan,0,"Individual-sized quick breads, often sweetened and flavored with fruits, nuts, or chocolate chips.",Pure Veg
1712,Coffee,2016-11-19 14:55:11,Afternoon,Weekend,Hannah,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1713,Hot chocolate,2016-11-19 15:01:42,Afternoon,Weekend,Derek,1,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows.",Beverages
1714,Coffee,2016-11-19 15:05:17,Afternoon,Weekend,Lisa,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1714,Tea,2016-11-19 15:05:17,Afternoon,Weekend,Kate,4,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
1714,Cake,2016-11-19 15:05:17,Afternoon,Weekend,Sherry,1,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
1715,Tea,2016-11-19 15:07:33,Afternoon,Weekend,Luis,4,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
1715,Coffee,2016-11-19 15:07:33,Afternoon,Weekend,Elliott,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1715,Muffin,2016-11-19 15:07:33,Afternoon,Weekend,Lucas,5,"Individual-sized quick breads, often sweetened and flavored with fruits, nuts, or chocolate chips.",Pure Veg
1716,Apple pie,2016-11-19 15:18:25,Afternoon,Weekend,Melissa,2,"British sandwich cookies filled with jam and topped with a decorative heart, perfect for tea time or snacking.",Desserts
1716,Hot chocolate,2016-11-19 15:18:25,Afternoon,Weekend,Ella,4,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows.",Beverages
1716,Hot chocolate,2016-11-19 15:18:25,Afternoon,Weekend,Helen,2,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows.",Beverages
1716,Coffee,2016-11-19 15:18:25,Afternoon,Weekend,Diana,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1716,Cookies,2016-11-19 15:18:25,Afternoon,Weekend,Kristin,2,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread.",Pure Veg
1717,Caramel bites,2016-11-19 15:20:44,Afternoon,Weekend,Debbie,4,"Small, bite-sized confections made from caramelized sugar, butter, and cream, often coated in chocolate or nuts.",Desserts
1717,Apple pie,2016-11-19 15:20:44,Afternoon,Weekend,Gail,1,"British sandwich cookies filled with jam and topped with a decorative heart, perfect for tea time or snacking.",Desserts
1717,Vanilla cake,2016-11-19 15:20:44,Afternoon,Weekend,Gerald,2,"Fruit-flavored drinks enriched with essential vitamins and minerals, perfect for on-the-go snacking.",Pure Veg
1717,Bread,2016-11-19 15:20:44,Afternoon,Weekend,Louis,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
1718,Coffee,2016-11-19 15:36:39,Afternoon,Weekend,Kate,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1719,Coffee,2016-11-19 15:37:49,Afternoon,Weekend,Nelson,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1719,Tea,2016-11-19 15:37:49,Afternoon,Weekend,Simon,3,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
1719,Caramel bites,2016-11-19 15:37:49,Afternoon,Weekend,Juan,0,"Small, bite-sized confections made from caramelized sugar, butter, and cream, often coated in chocolate or nuts.",Desserts
1719,Ginger bread cookie,2016-11-19 15:37:49,Afternoon,Weekend,Caleb,5,"Miniature biscuits designed with fun shapes and flavors to appeal to children, perfect for lunchboxes or snacks.",Pure Veg
1720,Bread,2016-11-19 15:39:48,Afternoon,Weekend,Karla,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
1720,Coffee,2016-11-19 15:39:48,Afternoon,Weekend,Michael,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1721,Bread,2016-11-19 15:46:03,Afternoon,Weekend,Brenda,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
1721,Coffee,2016-11-19 15:46:03,Afternoon,Weekend,Travis,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1721,Alfajores,2016-11-19 15:46:03,Afternoon,Weekend,Harry,4,"Traditional South American cookies made from delicate shortbread filled with dulce de leche or jam, often coated in powdered sugar or dipped in chocolate.",Desserts
1721,Bread,2016-11-19 15:46:03,Afternoon,Weekend,Alicia,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
1722,Farm House,2016-11-19 15:53:29,Afternoon,Weekend,Joseph,2,"Rustic cakes reminiscent of farmhouse baking, featuring simple, wholesome ingredients like oats, nuts, and dried fruits.",Pure Veg
1723,Bread,2016-11-19 16:05:54,Afternoon,Weekend,Jenny,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
1723,Apple pie,2016-11-19 16:05:54,Afternoon,Weekend,Sean,3,"British sandwich cookies filled with jam and topped with a decorative heart, perfect for tea time or snacking.",Desserts
1723,Scandinavian,2016-11-19 16:05:54,Afternoon,Weekend,Roberta,5,"Reflecting the flavors of Northern Europe, Scandinavian cakes often feature berries, nuts, and wholesome grains.",Pure Veg
1724,Tea,2016-11-19 16:09:54,Afternoon,Weekend,Kenneth,5,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
1725,Alfajores,2016-11-19 16:17:23,Afternoon,Weekend,Billy,2,"Traditional South American cookies made from delicate shortbread filled with dulce de leche or jam, often coated in powdered sugar or dipped in chocolate.",Desserts
1725,Bread,2016-11-19 16:17:23,Afternoon,Weekend,Pam,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
1725,Tea,2016-11-19 16:17:23,Afternoon,Weekend,Michelle,0,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
1725,Coffee,2016-11-19 16:17:23,Afternoon,Weekend,Natalie,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1726,Coffee,2016-11-19 16:26:23,Afternoon,Weekend,Stuart,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1726,Mineral water,2016-11-19 16:26:23,Afternoon,Weekend,Danielle,1,A refreshing beverage often served alongside cakes to cleanse the palate and provide hydration.,Beverages
1726,Tea,2016-11-19 16:26:23,Afternoon,Weekend,Eric,3,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
1727,Coffee,2016-11-19 16:32:32,Afternoon,Weekend,Kathryn,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1727,Ginger bread cookie,2016-11-19 16:32:32,Afternoon,Weekend,Stacy,2,"Miniature biscuits designed with fun shapes and flavors to appeal to children, perfect for lunchboxes or snacks.",Pure Veg
1728,Ginger bread cookie,2016-11-19 16:38:32,Afternoon,Weekend,Miranda,0,"Miniature biscuits designed with fun shapes and flavors to appeal to children, perfect for lunchboxes or snacks.",Pure Veg
1728,Bread,2016-11-19 16:38:32,Afternoon,Weekend,Joanne,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
1729,Coffee,2016-11-20 10:06:23,Morning,Weekend,Hugh,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1729,Coffee,2016-11-20 10:06:23,Morning,Weekend,Peter,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1730,Bread,2016-11-20 10:25:50,Morning,Weekend,Monica,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
1731,Hot chocolate,2016-11-20 10:28:22,Morning,Weekend,Dorothy,5,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows.",Beverages
1731,Coffee,2016-11-20 10:28:22,Morning,Weekend,Floyd,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1731,Cake,2016-11-20 10:28:22,Morning,Weekend,Sabrina,1,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
1732,Coffee,2016-11-20 10:33:35,Morning,Weekend,Katie,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
1732,Bread,2016-11-20 10:33:35,Morning,Weekend,Malcolm,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
